"Buffalo Ranch McChicken"                      350   130   15  3      0        35     980  40    2   5   14  2    2    15  15  
"Cheeseburger"                                 300   110   12  6      1        40     750  33    2   6   15  6    2    20  15  
"Daily Double"                                 440   220   24  9      1.5      70     770  33    2   7   23  6    6    20  20  
"Double Cheeseburger"                          440   210   23  11     2        80     1150 34    2   7   25  10   2    25  20  
"Double Quarter Pounder® with Cheese"          740   380   42  19     3        155    1380 40    3   9   48  10   4    30  35  
"Filet-O-Fish®"                                380   170   18  4      0        40     640  38    2   5   15  2    0    15  10  
"Grilled Onion Cheddar Burger"                 310   120   13  6      0.5      40     660  33    2   7   15  2    0    20  15  
"Hamburger"                                    250   80    9   4      1        25     520  31    2   6   12  0    2    10  15  
"Jalapeño Double"                              430   210   23  9      1        80     1030 35    2   6   22  6    8    20  20  
"Lettuce & Tomato Sirloin Third Pound Burger"  750   350   39  16     2        135    1590 62    4   10  39  15   8    25  35  
"McChicken"                                    360   150   16  3      0        35     830  40    2   5   14  0    2    10  15  
"McDouble"                                     390   170   19  8      1        65     920  33    2   7   22  6    2    20  20  
"McRib"                                        500   240   26  10     0        70     980  44    3   11  22  2    2    15  20  
"Old Bay Filet-O-Fish"                         390   170   19  4      0        40     590  39    2   5   15  2    0    15  10  
"Premium Buttermilk CrispyChicken DeluxeSandw" 580   220   24  4.5    0        65     900  62    4   16  29  6    20   20  20  
"Premium Crispy Chicken Deluxe Sandwich"       530   200   22  4      0        45     1000 59    3   13  25  6    10   20  15  
"Premium McWrap Chicken & Bacon wC/ Chicken"   600   270   30  8      0.5      70     1420 54    3   7   30  15   10   15  20  
"Premium McWrap Chicken & Bacon wG/ Chicken"   440   150   16  6      0        90     1250 40    3   5   33  15   15   15  20  
"Premium McWrap Chicken & Ranch wC/ Chicken"   590   260   29  8      0.5      60     1300 56    3   8   26  15   15   20  20  
"Premium McWrap Chicken & Ranch wG/ Chicken"   430   140   16  6      0        80     1130 42    3   6   30  15   15   15  20  
"Premium McWrap Chicken SweetChili wC/ Chicken" 520  200   22  4.5    0        45     1200 58    3   12  23  10   6    8   20  
"Premium McWrap Chicken SweetChili wG/ Chicken" 360  80    9   2.5    0        65     1030 44    2   10  27  10   8    8   20  
"Premium McWrap Southwest Chicken wC/ Chicken" 680   300   33  8      0.5      65     1470 68    4   12  27  15   15   20  20  
"Premium McWrap Southwest Chicken wG/ Chicken" 520   180   20  6      0.5      80     1300 54    4   10  31  15   15   20  20  
"Quarter Pounder Bacon & Cheese"               600   260   29  13     1.5      105    1440 48    3   12  37  6    15   25  30  
"Quarter Pounder Deluxe"                       540   250   27  11     1.5      85     960  45    3   9   29  10   8    25  30  
"Quarter Pounder® with Cheese"                 510   230   26  12     2        90     1190 40    3   9   29  10   4    30  25  
"Southern Style Crispy Chicken Sandwich"       420   170   19  3      0        45     930  43    2   7   21  2    2    15  15  
"Steakhouse Sirloin Third Pound Burger"        730   320   36  16     2        135    1560 62    4   10  39  8    2    25  35  
"Baked Hot Apple Pie"                          250   110   13  7      0        0      170  32    4   13  2   4    25   2   6  
"Chocolate Chip Cookie"                        160   70    8   3.5    0        10     90   21    1   15  2   2    0    2   8  
"Chocolate McCafe Shake"                       560   150   16  10     1        60     240  91    1   77  12  20   0    40  8  
"Fried Cherry Pie"                             230   90    10  3.5    0        0      135  33    1   15  2   6    0    2   6  
"Hot Caramel Sundae"                           340   70    8   5      0        30     150  60    0   43  7   10   0    25  0  
"Hot Fudge Sundae"                             330   80    9   7      0        25     170  53    1   48  8   8    0    25  8  
"Kiddie Ice Cream Cone"                        45    10    2   1      0        5      20   7     0   6   1   2    0    4   0  
"McCafe Shamrock Shake"                        530   140   15  10     1        60     160  86    0   73  11  20   0    40  0  
"McFlurry w/ M&M's Candies"                    650   210   23  14     0.5      50     180  96    1   89  13  15   0    45  8  
"McFlurry w/ OREO Cookies"                     510   150   17  9      0.5      45     280  80    1   64  12  15   0    40  8  
"Oatmeal Raisin Cookie"                        150   50    6   2.5    0        10     135  22    1   13  2   2    0    2   6  
"Pumpkin and Creme Pie"                        270   130   15  8      0        10     160  32    2   12  3   25   0    4   8  
"Strawberry & Creme Pie"                       310   150   17  9      0        10     180  36    1   15  4   6    6    4   6  
"Strawberry McCafe Shake"                      550   150   16  10     1        60     160  90    0   79  12  20   0    40  0  
"Strawberry Sundae"                            280   60    6   4      0        25     85   49    0   45  6   8    4    20  0  
"Premium Asian Salad w/ Crispy Chicken"        410   200   22  3      0        45     740  32    5   12  23  180  70   15  15  
"Premium Asian Salad w/ Grilled Chicken"       270   80    9   1      0        80     740  18    5   10  31  180  70   10  15  
"Premium Asian Salad w/o Chicken"              140   70    7   0.5    0        0      20   13    5   7   7   180  45   10  15  
"Premium Bacon Ranch Salad w/ Crispy Chicken"  390   190   22  6      0        70     870  24    4   7   26  160  35   15  10  
"Premium Bacon Ranch Salad w/ Grilled Chicken" 230   80    9   4      0        85     700  10    4   5   30  160  35   15  10  
"Premium Bacon Ranch Salad w/o Chicken"        140   70    7   4      0        25     300  10    3   4   9   160  30   15  8  
"Premium Southwest Salad w/ Crispy Chicken"    450   190   21  5      0        50     820  42    7   13  23  160  30   15  15  
"Premium Southwest Salad w/ Grilled Chicken"   290   70    8   3      0        70     650  28    7   11  27  160  35   15  15  
"Premium Southwest Salad w/o Chicken"          140   40    5   2      0        10     150  20    6   6   6   160  25   15  10
;
